hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
11.5,GED or high school equivalency,Female,40 hours,<=5 years,0.0,"$45,001 to $60,000",1986,West,Full-time worker,Aide or assistant teacher,1,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,All items correct,Very good
8.0,High school graduate,Female,40 hours,<=5 years,4.0,"$15,001 to $30,000",1997 and later,South,Full-time worker,Aide or assistant teacher,12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Yes,Yes,Yes,Two items correct,Excellent
12.0,High school graduate,Female,40 hours,<=5 years,5.0,"$60,001 or more",1997 and later,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Yes,Yes,Yes,One item correct,Very good
9.0,Graduate or professional degree,Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1988,South,Full-time worker,"Teacher, instructor, or lead teacher",1,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,No,No,One item correct,Excellent
14.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1985,West,Full-time worker,Aide or assistant teacher,Don't know/Refused/No Answer,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Two items correct,Very good
24.67,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>20 to <=25 years,0.0,"$60,001 or more",1954 and earlier,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",10,Other,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
16.0,"Associate degree (AA, AS)",Female,Over 40 hours,>10 to <=15 years,4.0,Don't Know/Refused/No Answer,1987,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,Three items correct,Very good
6.92307692308,High school graduate,Female,40 hours,>10 to <=15 years,1.0,Don't Know/Refused/No Answer,1989,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,No,No,All items correct,Very good
8.5,GED or high school equivalency,Female,40 hours,>5 to <=10 years,1.0,"$15,001 to $30,000",1997 and later,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",2,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,Yes,No,Yes,Three items correct,Very good
10.5,High school graduate,Female,36 to 39 hours,>5 to <=10 years,3.0,"Less than $15,000",1993,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Fair
13.0,Some college credit but no degree,Female,21 to 30 hours,>10 to <=15 years,0.0,"$15,001 to $30,000",1975,Northeast,Part-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
8.12,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,<=5 years,5.0,Don't Know/Refused/No Answer,1981,South,Part-time worker,"Teacher, instructor, or lead teacher",10,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Moderate density of urban population,No,Yes,No,All items correct,Very good
12.5,"Bachelor's degree (BA, BS, AB)",Female,36 to 39 hours,<=5 years,8.0,"$60,001 or more",1993,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",4,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
12.15,"Bachelor's degree (BA, BS, AB)",Female,20 hours or less,<=5 years,3.0,"Less than $15,000",1996,West,Part-time worker,Aide or assistant teacher,4,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,Yes,All items correct,Excellent
Not enough information to calculate hourly wage,Some college credit but no degree,Female,21 to 30 hours,>5 to <=10 years,0.0,"$15,001 to $30,000",1954 and earlier,West,Part-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
15.0,High school graduate,Female,40 hours,<=5 years,0.0,"$15,001 to $30,000",1989,Northeast,Full-time worker,Aide or assistant teacher,12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Two items correct,Excellent
20.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>5 to <=10 years,0.0,"$60,001 or more",1979,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Excellent
12.0,Some college credit but no degree,Female,40 hours,>15 to <=20 years,0.0,"Less than $15,000",1968,Midwest,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
7.33333333334,High school graduate,Female,21 to 30 hours,>5 to <=10 years,3.0,"Less than $15,000",1981,South,Part-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Excellent
22.35763636364,"Associate degree (AA, AS)",Female,40 hours,<=5 years,2.0,"$60,001 or more",1972,West,Full-time worker,"Teacher, instructor, or lead teacher",11,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
8.0,Less than High School,Female,Over 40 hours,>10 to <=15 years,3.0,"Less than $15,000",1976,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Don't know/Refused/No Answer,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,Not applicable. WF respondent did not graduate high school,All items correct,Very good
17.0,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,5.0,"$60,001 or more",1968,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
14.0125,Some college credit but no degree,Female,40 hours,<=5 years,2.0,"Less than $15,000",1984,West,Full-time worker,Aide or assistant teacher,Don't know/Refused/No Answer,Asian Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Two items correct,Excellent
